age,job,marital,education,default,balance,housing,loan
54,0,1,1,0,222,1,0
28,4,2,2,0,3285,1,0
42,1,1,0,0,-67,1,0
35,9,2,2,0,670,1,0
29,0,1,1,0,0,1,0
59,1,2,0,0,96,1,0
46,1,1,1,0,-3,1,0
32,6,2,1,0,123,1,0
43,4,0,2,0,443,1,0
41,1,1,0,0,406,1,0
31,0,1,1,0,535,0,0
26,7,2,1,0,302,1,0
29,1,1,0,1,-43,1,0
31,7,1,1,0,-346,0,0
37,1,0,1,0,-271,1,0
35,9,1,1,0,55,1,0
31,9,2,2,0,375,1,0
30,1,1,1,0,-2,1,0
29,1,2,0,0,-680,1,0
29,0,0,1,0,0,0,0
39,1,2,1,0,217,1,0
31,1,2,1,0,160,1,0
27,4,2,2,0,118,1,0
22,0,2,1,0,-1,1,0
31,4,2,1,0,453,1,0
39,1,2,1,0,169,1,0
25,0,2,1,0,787,1,0
27,6,2,1,0,78,1,0
28,9,2,2,0,2269,1,0
31,10,1,0,0,213,1,0
46,9,0,1,0,164,1,0
37,1,1,1,0,934,0,0
27,7,2,1,0,4,1,1
34,10,0,1,0,354,1,0
30,9,2,1,0,23,1,0
23,8,2,1,0,318,1,0
33,9,0,1,1,-305,0,1
43,0,1,1,0,616,1,0
50,1,1,0,0,2590,1,0
31,9,1,1,0,1868,1,0
32,1,2,1,0,-578,0,0
32,0,2,1,0,-227,1,1
37,9,0,1,0,1981,1,0
60,4,0,3,0,404,1,0
47,1,0,1,0,65,1,0
32,1,1,1,1,-1,1,0
34,7,1,1,0,-68,1,0
36,1,0,3,0,0,1,0
28,7,2,1,0,229,1,0
31,7,0,1,0,1656,1,0
43,3,1,0,0,1342,1,1
32,10,2,1,0,331,1,0
31,7,1,1,0,238,1,1
56,0,1,0,0,202,1,0
34,4,2,2,0,318,1,0
46,9,2,1,1,-1124,1,1
27,0,2,1,0,662,1,0
33,1,1,1,0,1790,1,1
35,1,1,0,0,198,1,0
29,4,2,2,0,726,1,0
39,4,1,2,0,183,1,0
48,1,1,1,0,149,1,0
58,1,1,0,0,-91,1,0
36,1,1,1,0,-9,1,0
33,1,1,0,0,134,1,0
32,4,1,2,0,0,0,0
32,2,2,2,0,6259,1,0
31,0,1,1,0,27,0,1
30,1,2,0,0,383,1,0
30,4,2,2,0,1108,1,1
40,1,1,0,0,117,1,0
35,1,1,0,0,108,1,0
42,1,1,0,0,479,1,0
60,9,1,0,0,65,1,0
28,7,2,1,0,234,0,0
29,0,2,1,0,-53,1,0
33,10,1,1,0,-131,1,1
23,7,2,1,0,-39,1,1
34,1,1,0,0,139,1,0
29,7,2,1,0,262,1,0
32,1,2,1,0,160,1,0
55,7,1,1,0,186,1,1
39,5,2,0,0,-79,0,0
37,0,2,1,0,1113,1,0
26,1,2,1,0,82,1,0
35,4,0,2,0,321,1,0
26,4,2,2,0,1326,1,0
34,9,2,2,0,2257,1,0
55,1,1,0,0,1373,0,0
39,7,1,1,0,304,1,1
27,8,1,2,0,659,1,0
30,2,2,1,0,491,1,0
28,4,2,3,1,101,1,0
33,1,2,1,0,33,1,0
43,4,1,2,0,291,1,0
50,7,1,2,0,218,1,0
26,1,2,0,0,102,1,0
33,1,1,1,0,88,1,0
47,1,1,0,0,94,1,0
33,4,2,1,0,-665,1,1
34,1,1,1,1,-331,1,1
33,1,2,1,0,550,1,0
23,8,2,1,0,151,1,0
29,6,2,2,0,5406,0,0
33,1,1,1,0,269,1,0
41,4,1,3,0,2457,1,0
27,1,2,1,0,45,1,0
34,1,2,1,0,610,1,0
53,4,1,1,0,-133,1,0
34,4,2,1,0,66,1,0
40,1,1,1,0,10,1,0
27,1,1,2,0,350,0,0
33,7,1,2,0,546,1,1
40,9,2,1,0,360,1,0
21,8,2,1,0,6,0,0
31,1,1,1,0,0,1,0
51,1,1,1,0,22,1,1
26,9,2,1,0,57,1,0
26,4,1,0,0,1349,1,0
32,0,2,1,0,708,0,0
31,1,1,1,0,1329,1,1
27,10,1,0,0,7459,1,0
58,5,0,0,0,47,1,0
39,7,1,3,0,-516,1,0
30,7,1,1,0,0,1,0
29,9,2,2,0,433,1,0
38,9,1,1,1,9,1,0
29,4,1,2,0,-6,1,0
28,1,2,1,0,-197,1,0
41,1,2,1,0,184,1,0
43,1,1,0,0,336,1,0
43,1,2,0,0,36,1,0
37,9,1,1,0,277,1,0
46,1,0,0,0,452,1,0
53,1,1,1,0,-135,1,0
28,1,2,1,0,7,1,1
41,0,1,1,0,442,1,1
36,1,1,1,0,590,1,0
37,9,1,2,0,447,1,0
38,1,1,1,0,49,1,0
32,9,1,1,0,1118,1,1
33,1,0,0,0,390,1,0
28,9,2,1,0,-125,1,0
52,1,0,0,0,-97,1,1
30,1,2,1,0,18,0,0
37,1,1,1,0,131,1,0
27,9,2,1,0,527,1,0
31,7,1,1,0,1129,1,0
47,4,0,2,0,266,1,0
33,1,2,1,0,687,1,0
46,1,1,0,0,1726,1,1
38,1,1,1,0,-388,1,0
33,1,2,0,0,92,1,0
44,1,1,0,0,-11,1,0
35,4,1,2,0,1510,1,0
38,1,1,1,0,171,1,0
56,1,1,0,0,420,1,0
33,9,2,1,0,513,1,0
45,7,1,0,0,137,1,0
30,7,1,0,0,21,1,0
34,0,1,1,0,-312,1,0
32,1,1,1,0,-208,1,1
32,1,2,1,0,2,0,0
27,0,1,1,0,1033,1,0
48,10,1,1,0,855,1,0
54,1,1,0,0,781,1,0
29,9,2,2,0,542,1,0
37,1,0,1,0,-175,1,0
26,2,1,2,0,79,1,1
43,4,1,1,0,3,1,0
31,1,1,1,0,4471,1,0
55,9,1,1,0,2313,1,0
45,7,2,1,0,-139,1,0
35,9,2,1,0,300,1,0
57,6,1,2,1,-3313,1,1
49,1,1,0,0,352,1,0
23,7,2,1,0,105,1,1
49,3,0,0,0,164,1,0
35,4,2,2,0,-202,1,0
38,9,2,2,0,-256,1,0
39,2,1,1,0,1261,1,0
27,6,2,2,0,-503,1,0
37,1,1,1,0,790,0,0
57,4,1,1,0,0,1,0
38,2,2,2,0,638,1,0
26,9,1,1,0,47,1,0
46,2,1,3,0,242,1,0
44,0,1,1,0,469,1,0
44,1,1,0,0,271,1,1
28,1,1,1,0,948,1,0
37,0,1,1,0,-356,0,1
43,9,2,1,0,336,1,0
25,0,2,1,0,61,1,0
34,1,2,0,0,359,1,0
39,1,1,0,0,105,1,0
35,4,2,1,0,6809,1,0
32,7,1,1,0,59,1,1
31,7,1,1,0,0,0,1
42,1,1,0,0,0,1,0
31,1,2,1,0,216,1,0
30,9,2,2,0,2530,1,0
29,0,2,1,0,356,1,0
29,0,2,1,1,-228,1,0
36,1,1,1,0,198,1,0
41,7,1,1,0,510,1,0
37,1,2,1,0,223,1,0
32,4,2,2,0,4,1,0
39,2,1,2,0,338,1,0
31,4,2,2,0,0,1,0
33,1,2,1,0,328,1,0
30,9,2,2,0,255,1,0
24,8,2,1,0,304,0,0
55,1,1,1,0,-256,1,1
27,7,2,1,0,683,1,0
47,4,0,2,0,84,1,0
29,1,1,0,0,608,1,0
56,4,1,1,0,230,0,0
31,4,2,2,0,12,1,0
46,1,1,0,0,881,1,0
47,9,2,3,0,77,1,0
29,8,2,1,0,510,1,0
35,0,0,2,0,1555,1,0
31,7,2,1,1,68,1,0
29,0,2,1,0,43,1,0
48,0,0,3,0,244,1,0
59,1,1,1,0,1376,0,1
44,4,1,2,0,392,1,0
30,0,2,2,0,-396,1,0
50,1,1,0,0,89,1,0
25,0,1,1,0,10,1,0
32,1,1,1,0,150,1,0
49,1,1,0,0,1387,1,1
38,0,1,1,0,253,1,0
29,1,2,1,0,853,1,0
51,4,1,2,0,91,1,0
29,1,2,1,0,348,1,0
32,0,0,1,0,43,1,0
43,10,1,0,0,-178,1,0
34,1,1,1,0,2137,0,0
37,1,1,0,0,1160,1,0
29,0,2,1,0,3986,1,0
39,7,2,1,0,126,1,0
34,1,1,1,0,6411,1,1
28,9,1,1,0,655,1,0
37,1,1,0,0,2378,1,0
29,1,1,1,0,15,1,1
25,0,2,1,0,96,1,0
33,1,1,0,0,191,1,0
34,0,2,1,0,391,1,0
50,1,0,0,0,31,1,0
35,1,1,1,0,73,0,0
53,4,0,2,0,0,0,0
41,1,2,0,0,156,1,0
48,1,1,0,0,231,1,0
32,1,2,1,0,-83,1,0
38,6,1,1,0,138,0,0
57,1,1,1,0,221,1,0
50,4,1,2,0,3284,1,0
40,4,1,2,0,4190,0,0
45,4,2,2,0,5694,1,0
34,1,2,1,0,297,1,0
32,1,1,0,0,-89,1,0
28,0,2,1,0,244,1,0
30,7,1,1,0,152,1,0
41,4,2,2,0,1696,1,0
36,1,1,3,0,714,0,0
49,7,0,1,0,315,1,0
32,6,1,2,0,312,1,0
53,4,1,2,0,913,1,0
44,10,1,1,0,-407,1,0
34,2,0,2,0,338,1,0
56,0,0,1,1,-435,1,1
27,9,2,1,0,769,1,0
32,1,1,1,0,120,1,1
43,1,2,0,0,0,0,0
34,0,0,0,0,9569,1,0
35,6,1,1,0,351,1,0
28,0,1,1,0,2,1,0
52,4,1,0,0,226,1,0
36,1,1,0,0,95,1,0
35,4,2,2,0,123,1,0
30,0,1,1,0,15,1,0
23,4,2,3,0,375,1,0
37,2,0,1,0,1190,1,0
29,7,2,1,0,487,1,1
28,6,2,1,0,123,1,0
56,7,0,2,0,2272,1,0
27,0,1,1,0,133,1,1
33,1,2,0,0,447,1,0
53,1,1,0,0,-864,1,0
47,1,1,1,0,8,0,0
50,7,1,1,0,107,1,0
31,0,2,1,0,620,0,0
31,1,1,1,0,42,1,0
37,4,1,2,0,-120,1,0
37,4,2,2,0,493,1,0
48,10,1,0,0,296,1,0
31,4,2,2,0,6248,1,0
34,9,1,1,0,484,0,0
32,1,2,0,0,12,1,0
54,4,1,2,0,154,0,0
31,4,2,2,0,606,1,0
55,7,1,1,0,560,1,0
27,1,1,1,0,564,1,0
36,1,1,1,0,771,1,0
33,9,1,1,0,0,1,1
43,1,1,0,0,757,1,0
42,1,1,1,0,333,1,0
48,1,1,0,0,418,1,0
41,0,2,1,0,-256,0,1
36,9,1,1,0,494,1,0
32,7,2,1,0,85,1,0
58,4,2,3,0,127,1,0
40,7,1,1,0,69,1,0
31,4,1,2,0,713,1,0
42,1,1,0,0,-10,1,0
34,1,0,1,0,-294,1,0
34,9,1,1,0,222,1,0
35,9,1,3,0,86,1,0
57,4,0,1,0,0,1,1
28,1,1,0,0,26,0,0
50,9,1,1,0,103,1,0
46,6,1,2,0,-80,1,0
28,1,1,1,0,131,1,0
57,11,1,3,0,106,0,0
49,0,1,1,1,15,0,0
56,4,2,2,0,4542,0,0
56,1,1,1,0,172,1,0
49,4,0,2,1,0,1,0
50,4,1,2,0,107,1,0
47,0,2,1,0,15,0,0
45,1,1,0,0,101,1,0
44,10,1,1,0,304,1,0
51,1,1,2,0,7816,1,0
34,1,1,1,0,0,1,0
25,4,1,2,0,784,1,1
30,1,1,0,0,2581,0,0
39,10,0,1,0,507,1,0
25,8,1,2,0,333,1,0
34,0,0,1,0,-220,1,1
25,1,2,1,0,249,1,0
33,1,1,1,0,-257,1,0
44,7,0,1,0,210,0,1
55,5,1,1,0,18722,1,0
54,0,1,1,0,42,1,0
43,10,1,1,0,210,1,0
35,1,1,1,0,325,0,0
27,7,2,1,0,123,1,0
42,1,1,0,0,-25,1,0
40,9,1,1,0,66,1,0
31,1,1,0,0,0,1,1
29,9,1,2,0,409,1,0
49,9,1,1,0,4785,0,0
59,5,0,0,0,121,1,0
37,4,1,2,0,0,1,0
60,1,1,3,0,231,1,0
25,9,2,1,0,1135,1,0
28,0,1,1,0,-201,1,0
40,7,2,1,0,-278,1,0
43,9,2,2,0,16,1,0
51,1,1,0,1,-283,1,0
28,0,2,1,0,-103,1,0
54,4,1,0,0,113,0,0
37,1,1,1,0,194,1,0
35,6,1,2,0,247,1,0
26,4,0,2,1,-402,0,1
55,7,2,1,0,-40,1,0
57,10,1,1,0,3867,1,0
39,1,0,1,0,36,1,0
36,7,1,2,0,2167,1,1
35,4,2,2,0,243,1,0
33,1,1,0,0,2,1,1
40,7,2,1,0,737,1,0
31,9,1,1,0,286,0,0
32,4,2,2,0,311,0,0
27,4,2,2,0,541,1,0
31,7,2,1,0,2963,1,0
28,1,2,1,1,-871,1,0
33,1,0,1,0,75,1,1
31,1,2,1,0,2597,1,0
25,7,1,1,0,-454,1,0
29,9,1,1,0,0,0,0
47,1,1,0,0,304,1,0
59,1,0,0,0,220,1,0
35,4,2,2,0,561,1,0
33,1,1,0,0,211,1,0
31,4,2,2,0,4509,1,0
42,4,2,2,0,196,1,0
26,9,2,1,0,124,1,0
34,1,2,1,0,381,1,0
31,0,1,1,0,184,1,0
30,1,2,3,1,-149,1,1
54,0,1,3,0,-337,1,0
52,1,2,0,0,210,1,0
40,1,0,0,0,737,1,1
56,1,0,1,0,75,1,0
25,8,2,2,0,641,1,0
60,5,1,1,0,78,1,0
43,1,1,0,0,1558,1,0
32,2,1,3,0,227,1,0
48,1,0,1,0,602,1,0
43,6,2,1,0,798,1,0
37,9,1,1,0,1047,1,1
52,7,0,0,0,111,1,0
25,7,2,1,0,-439,1,0
31,2,2,2,1,37,1,0
35,1,1,1,0,362,1,0
27,0,2,1,0,1,1,0
41,6,1,1,0,304,1,0
34,9,2,1,0,-89,1,0
55,9,1,1,0,276,1,0
26,1,1,1,0,288,1,0
36,1,1,0,0,650,1,0
45,0,1,1,0,171,1,0
27,9,1,1,0,-302,1,0
31,0,1,1,0,337,0,0
29,0,0,1,0,891,0,0
26,1,2,1,0,199,1,1
46,7,1,1,0,997,1,0
32,2,1,2,0,108,1,1
25,0,2,2,0,40,0,0
54,5,1,0,0,208,0,0
31,9,1,1,0,6890,1,0
33,0,2,1,0,395,1,0
28,9,2,2,0,-214,1,0
39,0,2,1,0,496,1,0
37,9,1,1,0,183,1,0
36,1,1,0,0,199,1,0
56,0,0,0,0,179,1,0
59,5,1,1,0,434,1,0
30,7,2,1,0,122,1,0
59,9,1,1,0,371,1,0
27,1,2,1,0,3675,0,0
29,2,2,2,0,11,1,0
48,7,1,1,0,194,1,1
44,1,1,1,0,23,1,0
33,4,2,2,0,1011,1,0
39,1,2,0,0,446,1,0
46,1,1,0,0,-29,1,0
28,0,1,1,0,957,1,1
31,1,1,1,0,297,1,0
40,7,2,1,0,888,1,0
37,1,2,1,0,115,1,0
29,1,1,1,0,177,1,0
29,1,1,1,0,-28,1,0
24,1,1,1,0,951,1,0
32,0,2,1,0,5,1,0
26,0,2,1,0,586,1,1
47,2,1,3,1,-1445,1,0
26,1,2,1,1,-23,1,0
28,1,2,1,0,-284,1,0
58,1,1,1,0,1166,1,0
35,4,2,2,0,244,1,0
29,7,2,1,0,-72,1,0
56,1,1,0,0,1399,1,0
43,1,1,0,0,0,1,0
45,1,1,1,0,431,1,0
31,0,2,1,0,130,1,1
34,1,1,1,0,187,1,0
32,4,1,0,0,142,1,0
33,9,2,1,0,14,1,0
28,9,2,1,0,-219,1,0
43,0,2,1,0,275,1,0
49,7,2,1,0,5028,1,0
27,7,2,1,0,118,1,1
30,7,2,1,0,290,1,0
32,1,1,0,0,1064,1,0
37,7,0,1,0,904,1,0
31,9,2,1,0,628,1,0
56,5,1,0,0,13,1,0
26,9,1,2,0,450,1,1
43,1,1,1,0,-63,1,0
48,9,0,1,0,164,1,0
31,1,2,0,0,985,1,0
36,7,2,1,0,616,1,1
24,1,1,1,0,237,1,0
29,10,1,1,0,380,0,1
23,0,2,1,0,290,1,0
54,2,0,1,0,104,1,0
24,1,2,1,0,117,1,1
25,9,2,1,0,276,1,0
36,9,2,1,0,-475,1,0
40,4,2,3,0,838,1,0
29,0,2,1,0,382,1,0
29,0,1,0,0,624,1,0
48,1,2,0,0,396,1,0
23,0,2,1,0,5,0,0
37,0,2,1,0,18,0,0
31,1,1,0,0,-464,1,1
29,7,0,1,0,330,1,0
56,0,1,1,0,2087,1,0
28,7,2,1,0,-260,1,0
44,1,1,1,0,236,1,0
48,1,1,1,0,684,1,1
30,1,1,1,0,458,1,0
32,10,1,0,0,324,1,0
41,1,1,0,0,1052,1,1
30,4,0,1,0,37,0,0
37,1,1,1,0,454,1,0
30,1,2,1,0,573,1,0
28,9,2,1,0,34,1,0
33,9,2,1,0,341,0,1
41,1,1,3,0,31,0,0
42,4,1,1,0,-189,1,0
50,0,2,1,0,424,1,0
23,8,2,2,0,250,1,0
38,7,1,1,0,3165,1,0
31,1,0,1,0,387,1,0
35,0,2,1,0,855,1,0
52,0,0,1,0,944,1,0
36,1,1,1,0,134,0,0
28,1,2,1,0,2845,1,0
27,4,2,2,0,2420,1,0
24,8,2,2,0,1535,1,0
45,4,2,2,0,0,0,0
39,9,1,1,0,504,1,0
38,1,2,1,0,-329,1,0
24,1,1,1,0,94,1,0
35,4,0,2,0,538,1,0
32,0,0,1,1,-18,1,0
48,3,0,0,0,26,1,0
36,2,1,0,0,177,1,0
46,1,1,0,0,633,1,0
28,9,2,1,0,205,1,0
50,0,1,1,0,1114,1,1
44,1,1,1,0,78,1,0
38,4,1,2,0,762,1,0
33,6,1,0,0,1862,1,0
57,4,2,2,0,73,0,0
40,9,1,1,0,2576,1,1
42,4,1,0,0,470,1,0
32,7,1,1,0,206,1,1
55,1,1,0,0,0,1,1
25,1,1,1,0,-76,1,0
42,4,0,2,0,1750,1,0
23,0,2,1,0,1104,1,0
31,1,1,1,0,286,1,1
21,8,2,3,0,137,1,0
34,0,1,1,0,247,1,1
46,2,1,2,0,-43,0,0
55,1,1,0,0,309,1,0
33,2,2,1,0,339,1,0
47,6,0,1,0,218,1,0
33,4,2,2,0,4128,1,0
40,4,2,2,0,867,1,1
32,4,2,2,0,1345,1,0
48,9,0,1,0,40,0,0
32,0,2,1,0,1466,1,0
26,1,2,1,0,96,1,0
38,1,1,1,0,332,1,0
46,7,1,1,0,1474,1,0
49,1,1,1,0,783,1,0
33,4,2,2,0,239,0,0
45,1,1,1,0,27,1,0
32,4,1,2,0,-24,1,0
39,1,1,1,0,23,1,0
53,1,1,0,0,6386,1,0
28,10,2,1,1,-353,1,0
31,0,1,1,0,-474,1,0
34,2,2,2,0,714,1,0
40,1,1,0,0,570,1,0
29,1,2,1,0,16,0,0
34,0,2,1,0,1504,1,0
38,4,1,2,0,551,1,0
31,7,1,1,0,-759,1,0
32,9,0,1,0,1097,1,0
31,7,1,1,0,520,1,0
53,1,2,3,0,0,0,0
38,1,2,3,0,573,1,0
57,1,1,0,1,0,1,0
58,2,1,2,0,146,1,0
50,1,1,0,0,-37,1,0
36,1,2,1,0,90,1,0
46,1,1,0,0,0,1,0
39,0,2,1,0,1242,1,0
31,0,2,1,0,98,1,1
44,4,2,2,0,295,1,0
53,0,1,1,0,465,0,1
35,9,1,2,0,1473,1,0
40,1,1,1,0,3122,1,0
30,9,2,1,0,317,1,0
33,1,0,1,0,176,1,0
39,1,1,1,0,661,1,0
25,0,2,1,0,1,1,1
35,1,1,0,0,-12,1,0
43,1,1,0,0,1401,1,0
41,2,1,2,0,171,1,0
55,1,1,0,0,431,1,0
49,9,0,1,0,265,1,0
30,6,1,2,0,227,1,1
37,1,2,1,0,336,1,0
46,10,0,1,0,41,1,0
36,1,1,1,0,1554,1,0
45,7,2,1,0,141,1,0
48,1,1,0,0,762,1,0
22,3,2,1,0,650,1,0
46,0,1,1,0,250,0,0
39,1,1,1,0,130,1,0
56,0,1,1,0,11,0,0
35,4,0,2,0,36,1,0
45,1,1,0,0,333,1,0
28,9,1,1,0,487,1,0
32,0,2,2,0,594,1,0
52,7,1,2,0,1135,1,1
26,0,0,1,1,-3,1,0
22,1,2,0,0,-168,1,0
35,1,1,0,0,414,0,0
44,9,2,2,0,166,1,0
31,1,1,1,0,472,1,0
28,1,1,1,0,-95,1,0
23,9,2,1,0,158,1,0
26,9,2,1,0,8,0,0
31,0,2,1,0,296,1,0
27,0,2,1,0,-541,1,1
34,7,2,1,0,23,0,0
25,1,2,0,0,17,1,0
25,1,2,1,0,335,1,0
22,7,2,1,0,395,1,0
37,1,0,1,0,178,1,0
26,2,2,1,0,101,1,0
32,1,1,1,0,-428,1,0
26,9,2,1,0,24299,1,0
27,1,2,1,0,181,0,0
22,7,1,1,0,83,1,0
32,9,1,1,0,175,1,0
33,4,0,1,0,5,1,0
34,0,1,1,0,3185,1,0
31,1,1,1,0,2577,1,0
28,9,2,1,0,216,1,0
37,1,1,1,0,166,1,0
45,1,1,0,0,323,1,0
31,4,1,2,0,334,1,0
48,2,1,1,0,86,1,0
24,0,2,1,0,845,1,0
24,9,2,1,0,-126,1,1
45,7,1,1,0,-3,1,0
26,7,1,1,0,54,1,0
24,9,2,1,0,-192,1,0
29,1,1,1,0,125,1,0
34,1,2,0,0,2146,1,0
30,9,2,2,0,-522,1,0
21,8,2,1,0,99,1,0
42,1,1,1,0,-1664,1,0
32,10,1,1,1,2,1,0
40,7,1,1,0,2172,1,1
33,4,2,2,0,168,1,0
32,9,1,0,0,62,1,1
25,0,2,1,0,768,1,0
41,1,1,1,0,429,1,0
37,0,1,1,0,36,1,0
29,1,1,0,0,0,1,0
29,9,2,1,0,544,1,0
46,7,0,0,0,91,1,0
32,4,2,2,1,-3,1,0
30,0,2,1,0,1374,1,0
38,4,1,2,0,119,1,0
22,7,2,1,0,279,1,0
22,4,2,1,0,594,1,0
32,7,2,1,0,-121,1,1
36,1,1,1,0,-195,1,0
30,9,2,1,0,-208,1,1
26,1,2,1,0,309,1,0
41,1,0,0,1,210,1,0
42,10,1,1,0,135,1,0
45,1,1,1,0,66,1,0
24,7,2,1,1,-122,1,0
54,5,0,2,0,0,0,0
33,1,2,3,0,-90,1,0
28,1,1,0,0,286,1,0
36,0,1,1,0,-423,1,1
34,1,2,0,0,505,1,0
28,0,2,1,0,296,1,0
31,9,2,2,0,279,1,0
53,7,1,1,0,367,1,1
20,1,2,1,0,129,1,1
47,5,1,0,1,-13,0,0
33,1,1,0,0,1309,1,0
24,1,2,1,0,-10,1,0
23,0,2,1,0,5,1,0
27,1,2,1,0,71,1,0
23,0,2,1,0,281,1,0
30,1,1,1,0,173,1,0
34,1,0,1,0,383,1,0
55,1,0,0,0,39,1,0
57,4,1,0,0,1052,1,0
59,5,0,3,0,-49,1,0
20,7,2,1,0,-103,1,0
30,7,1,1,1,-846,1,0
41,0,1,1,0,705,1,0
37,7,2,1,0,1950,1,0
31,0,0,1,0,253,1,0
39,4,2,2,0,595,1,0
28,1,1,1,0,-185,1,1
44,1,1,0,0,353,1,0
31,9,1,1,0,2363,1,0
28,1,1,3,0,52,1,0
51,9,1,3,0,205,1,1
34,4,1,2,0,1557,1,1
24,9,2,2,0,596,1,0
29,6,2,2,0,-114,1,0
50,4,1,0,0,478,0,0
21,1,2,1,0,614,1,0
29,1,2,1,0,783,1,0
26,1,2,1,0,401,1,0
26,0,2,1,0,92,1,0
21,1,2,1,0,-273,1,1
23,1,2,0,0,2594,1,0
25,7,2,1,0,382,1,0
40,1,1,0,0,-166,1,0
39,0,0,1,0,-141,1,0
25,1,2,1,0,-250,1,0
26,9,1,2,0,3825,1,0
57,9,1,1,0,0,0,0
61,5,1,0,0,1060,1,0
34,1,1,1,0,-185,1,1
47,10,1,1,0,955,1,0
31,6,1,1,0,263,1,0
45,1,1,1,0,4646,1,0
33,9,2,2,0,989,1,1
27,9,1,1,0,232,1,1
41,10,1,0,0,1483,1,0
58,9,1,1,0,7495,1,0
45,4,1,2,0,0,1,1
49,6,1,2,0,2199,1,0
42,1,1,1,0,476,1,0
52,1,1,1,0,148,1,0
52,7,1,1,0,3241,1,0
49,5,1,0,0,2665,1,0
59,5,1,1,0,1875,1,0
54,4,1,0,0,879,1,0
46,1,1,1,0,1934,1,0
44,4,1,2,0,0,0,0
26,7,1,1,0,380,1,0
46,1,1,1,0,2485,1,0
59,5,1,0,0,5521,1,1
43,1,1,3,0,24,1,0
50,1,1,1,0,160,1,0
26,1,2,1,0,-204,1,0
54,1,1,3,0,363,1,0
44,9,0,1,0,181,0,0
36,0,0,1,0,307,1,0
51,7,1,3,0,193,1,0
59,5,1,1,0,3382,1,0
42,4,1,2,0,1823,1,0
41,7,1,1,0,-111,1,0
43,1,1,3,0,3373,1,0
40,6,1,0,0,92,1,0
32,9,1,2,0,463,1,0
55,9,1,3,0,1192,1,0
59,5,1,1,0,2376,0,0
30,1,1,1,0,-166,1,1
47,0,1,1,0,3960,1,0
23,2,2,0,0,4,1,0
44,1,1,0,0,23,1,0
45,9,1,1,0,639,1,0
35,9,2,1,0,2144,1,0
41,9,0,1,0,225,1,1
59,4,0,0,0,13308,1,0
29,7,2,0,0,95,1,0
48,7,1,1,0,1199,1,0
49,4,1,2,0,400,1,0
60,1,1,0,0,1262,1,1
45,4,1,2,0,849,0,0
48,4,1,2,0,1949,1,0
45,2,0,2,0,-395,1,0
48,4,1,2,0,618,0,0
54,5,1,0,0,0,1,0
44,9,1,2,0,0,1,1
46,1,2,0,0,355,1,0
52,0,0,1,0,131,1,1
44,4,1,2,0,6203,1,1
52,7,0,1,0,1635,1,0
46,2,2,2,0,580,1,0
54,0,0,1,0,1814,0,0
49,2,0,1,0,159,1,0
46,4,1,2,0,48,0,0
48,7,0,0,0,189,1,0
43,1,1,3,0,-633,1,1
50,1,1,0,0,5356,0,0
44,1,1,1,0,476,1,0
43,10,0,1,0,4478,1,0
51,0,2,1,0,3132,0,0
59,5,1,2,0,-892,1,0
52,9,1,1,0,11,1,0
35,0,2,1,0,414,1,0
36,1,1,1,0,1165,1,0
32,7,1,1,0,3839,1,0
41,1,1,1,0,196,1,0
47,1,1,0,0,521,1,0
45,7,1,1,0,350,1,1
45,1,1,1,0,8680,1,0
45,2,0,2,0,0,1,0
29,9,2,1,0,309,1,0
36,4,1,2,0,125,1,0
37,1,0,1,0,368,1,0
44,0,1,1,0,1362,1,0
56,5,1,1,0,296,1,0
52,4,1,3,0,2240,1,0
57,4,1,1,0,1026,1,0
54,7,1,1,0,1301,1,0
49,2,1,0,0,199,0,0
24,1,2,3,0,11,1,0
42,6,1,2,0,5,1,0
40,4,1,2,0,373,1,1
25,4,2,2,0,1270,1,0
28,1,2,1,0,416,1,0
53,5,1,1,0,-27,0,0
40,0,0,1,0,221,1,0
27,7,2,1,0,331,1,0
34,4,1,2,0,402,1,0
56,6,1,1,0,123,0,0
45,1,1,1,0,105,1,1
27,1,1,1,0,0,1,0
53,5,1,2,0,1691,0,0
34,9,2,2,0,2,1,0
44,0,2,3,0,3,1,0
46,1,1,0,0,399,1,0
53,5,2,1,0,1421,1,0
26,9,1,2,0,8,1,1
31,0,2,1,0,150,1,1
35,7,1,1,0,-371,1,0
43,9,1,1,0,1916,1,0
47,1,1,0,0,300,1,0
37,2,0,1,0,175,1,1
57,5,1,2,0,3571,0,0
41,1,1,0,0,1135,1,0
55,0,0,3,0,789,1,0
51,0,0,1,0,2195,1,0
27,1,2,1,0,1311,1,0
53,4,1,1,1,-689,1,0
39,0,2,1,0,14,1,1
35,0,1,1,0,56,1,0
28,9,2,1,0,26765,0,0
29,1,0,3,0,17,1,0
51,9,1,1,0,463,1,0
46,0,2,1,0,751,1,0
50,10,1,1,0,3478,1,0
56,2,1,3,0,88,1,0
28,1,1,1,0,64,1,0
51,4,1,2,0,36,1,0
54,3,1,1,0,42,1,0
47,1,1,0,0,113,1,0
49,6,1,1,0,358,1,1
46,1,0,0,0,274,1,0
41,4,1,2,0,0,1,0
45,0,1,1,0,985,1,0
31,1,1,0,0,81,1,0
53,0,0,1,0,592,1,0
60,0,0,3,0,791,1,0
55,5,1,1,0,708,1,0
54,9,0,1,0,51,1,0
46,1,1,0,0,0,1,0
41,9,2,3,0,356,1,0
34,0,1,1,0,34,1,0
51,9,1,1,0,12061,1,0
31,0,2,1,0,513,1,0
